CFFcropid,INSTCODE,ACCENUMB,COLLNUMB,COLLCODE,COLLNAME,COLLINSTADDRESS,COLLMISSID,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,CROPNAME,ACCENAME,ACQDATE,ORIGCTY,COLLSITE,lat,lon,COORDUNCERT,COORDDATUM,GEOREFMETH,ELEVATION,COLLDATE,BREDCODE,BREDNAME,SAMPSTAT,ANCEST,COLLSRC,DONORCODE,DONORNAME,DONORNUMB,OTHERNUMB,DUPLSITE,DUPLINSTNAME,STORAGE,MLSSTAT,UUID,HISTORIC,ACCEURL,REMARKS
10001000035,IND002,ICP 15613,,,,,ICRISAT-MISN-N/A,Cajanus,acutifolius,(F. von Muell.) van der Maesen,,,pigeonpea,,19950706,AUS,16E of Moline,-31.91,115.8,,,,,,,,100,,10,,,,ICPW 012;NT 7521,,,12,,5401e7b1-1ee9-421c-841e-518030e1533b,,,
10001000035,IND002,ICP 13644,JM 4676,IND002,,,ICRISAT-MISN-091,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,ZAF,1000 Annex to Schoonoord; Sekhukhunie,-26,29.760002,,,,1300,19820428,,,300,,21,,,,,,,12;13,,04ae148f-2546-44aa-b0bf-db8bbbab12ef,,,
10001000035,IND002,ICP 15677,,,,,ICRISAT-MISN-N/A,Cajanus,reticulatus,(Dryander) F. von Muell.,,,pigeonpea,,19950706,AUS,3.4W of Almadeu,-24.83,130.84,,,,,,,,100,,10,,,,ICPW 076;IBS 2458,,,12,,1b91c59c-4785-4b32-be1a-7bc6637afd27,,,
10001000035,IND002,ICP 13645,JM 4692,IND002,,,ICRISAT-MISN-091,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,ZAF,12N of Duivelskloof,-23.620008,30.120008,,,,800,19820429,,,300,,21,,,,,,,12;13,,aef8f0f4-7885-437f-b8e5-288cce89fba6,,,
10001000035,IND002,ICP 13998,JM 4688,IND002,,,ICRISAT-MISN-091,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19870716,ZAF,Sekgopo; Sekgosese,-23.459999,29.809999,,,,900,19820429,,,300,,21,,,,,,,12;13,,3ba03a3e-63ea-46bd-851c-346ef6a436a3,,,
10001000035,COL003,20891,049/036-01,,,,,Cajanus,cajan,,,,pigeonpea,,19871130,BRA,"IMBARIE-PETROPOLIS, KMS: 5, DIRECCION: NORTE, 9 KM SUR PETROPOLIS",-22.5333,-43.1667,,,,470,19870827,,,,,,,,,049/036-01;BRA-002372;LC-8278,,,,,5ed9113a-3388-47c7-a31e-c5ede2ccda07,,,
10001000035,COL003,20892,049/036-02,,,,,Cajanus,cajan,,,,pigeonpea,,19871130,BRA,"IMBARIE-PETROPOLIS, KMS: 5, DIRECCION: NORTE, 9 KM SUR PETROPOLIS",-22.5333,-43.1667,,,,470,19870827,,,,,,,,,049/036-02;BRA-002381;LC-8279,,,,,4b2a2e16-9a48-4449-8104-ed21266e9a3e,,,
10001000035,COL003,20893,049/041-01,,,,,Cajanus,cajan,,,,pigeonpea,,19871130,BRA,"TERESOPOLIS-NOVA FRIBURGO, KMS: 3, DIRECCION: NORESTE, CARRETERA RJ-130;65 KM SUROESTE NOVA FRIBURGO",-22.3833,-42.95,,,,900,19870827,,,,,,,,,049/041-01;BRA-002399;LC-8291,,,,,619c9c5f-86b2-48f2-bc8e-545cb9bfe880,,,
10001000035,ETH013,19175,JBH708,,,,,Cajanus,acutifolius,(F. Muell.) Maesen,,,pigeonpea,,20010123,AUS,5KM.W MT ISA,-20.72,139.44,,,,,19840628,,,100,,,AUS008,,,CQ 2892,AUS053,,10,TRUE,df8510ea-5f39-41c9-8c3e-8b33270d4eb4,,,
10001000035,IND002,ICP 15634,PR 4221,IND002,,,ICRISAT-MISN-053,Cajanus,reticulatus,(Dryander) F. von Muell.,,,pigeonpea,,19950706,AUS,2 km Greenvale towards Charters towers,-20.069999,146.25,,,,,19790503,,,100,,10,,,,ICPW 033,,,12,,686fb334-49ad-4cb9-91d3-7c7583924e96,,,
10001000035,IND002,ICP 15603,,,,,ICRISAT-MISN-N/A,Cajanus,acutifolius,(F. von Muell.) van der Maesen,,,pigeonpea,,19950706,AUS,At Red falls on Lolwarth Creek,-19.867001,146.167001,,,,,,,,100,,10,,,,ICPW 002;IBS 2419,,,12;13,,0ebafb1f-80fb-45a0-8017-17f22a5a7b31,,,
10001000035,IND002,ICP 15674,,,,,ICRISAT-MISN-N/A,Cajanus,confertiflorus,F. von Muell.,,,pigeonpea,,19950706,AUS,Top of Mt. Stuart Overlooking Townsville,-19.65,146.81,,,,,,,,100,,10,,,,ICPW 073;IBS 2393,,,12,,c5c87bd5-39ac-4cf7-ab93-4599e69bad0b,,,
10001000035,COL003,9739,004/003-03,,,,,Cajanus,cajan,,,,pigeonpea,,19770831,BRA,"CUIABA-CAMPO GRANDE, KMS: 90, DIRECCION: NORTE, ""KM 603"" CARRETERA BR 163",-19.6,-54.3833,,,,680,19770510,,,,,,,,,004/003-03,,,,,b6570eaa-6338-4409-8a4a-223fc30604fc,,,
10001000035,IND002,ICP 12841,RPM 116,IND002,,,ICRISAT-MISN-081,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,Fejo mbwerre,19840616,MOZ,Cellula No Juanoula; Pebane,-19.049999,34.400001,,,,150,19810510,,,300,,21,,,,,,,12;13,,0d0f78d7-6cad-4de1-87cd-b55723132e61,,,
10001000035,IND002,ICP 16877,,,,,ICRISAT-MISN-N/A,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,,MOZ,Morumbala district,-17.499444,35.616389,,,,326,,,,300,,,,,,ZA 32;EC 616481,,,,,c26c303d-3688-43c3-977f-8df7509f2c77,,,
10001000035,IND002,ICP 15639,,,,,ICRISAT-MISN-N/A,Cajanus,lanceolatus,(W.V. Fitzg.) van der Maesen,,,pigeonpea,,19950706,AUS,North Kimberly; Northern Territory,-17.483333,140.833333,,,,,,,,100,,10,,,,ICPW 038;EC 137220;CQ 1619,,,12,,e5724560-e4b6-4802-ba20-928697637cb1,,,
10001000035,IND002,ICP 15675,,,,,ICRISAT-MISN-N/A,Cajanus,reticulatus,(Dryander) F. von Muell.,,,pigeonpea,,19950706,AUS,Irvine bank 4S; Mt.Misery,-17.44,145.21,,,,,,,,100,,10,,,,ICPW 074;IBS 2156,,,12,,eee4d617-8845-4d5e-aec0-5f4daea4d9c9,,,
10001000035,IND002,ICP 16876,,,,,ICRISAT-MISN-N/A,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,,MOZ,Milanje district,-17.347778,35.749722,,,,404,,,,300,,,,,,ZA 31;EC 616480,,,,,b9e3e369-1fc7-40fc-85e0-158267dc4d6d,,,
10001000035,IND002,ICP 15604,,,,,ICRISAT-MISN-N/A,Cajanus,acutifolius,(F. von Muell.) van der Maesen,,,pigeonpea,,19950706,AUS,Roadside; 5.8E of Almaden,-17.333333,144.683301,,,,,,,,100,,10,,,,ICPW 003;IBS 2461,,,12;13,,d11c6b0c-a4f1-468b-9137-b7633dac8021,,,
10001000035,ETH013,16555,,COL003;BRA002;ITA303,,,,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19910620,BRA,Alto Araguaia,-17.3167,-53.2167,,,,620,19840821,,,100,,,COL003,,,BRA 001660;CIAT 18700,COL003;NOR051,,10,TRUE,59d8bca4-5880-4525-97c7-35aa30c16920,,,
10001000035,COL003,18700,027/006-08,,,,,Cajanus,cajan,,,,pigeonpea,,19840930,BRA,", ORILLA RIO ARAGUAIA",-17.3167,-53.2167,,,,620,19840821,,,,,,,,,027/006-08;BRA-001660;ILCA-16555;LC-6768,,,,,dc9aef9c-00e5-47b3-bb26-52187ab929b9,,,
10001000035,IND002,ICP 15606,,,,,ICRISAT-MISN-N/A,Cajanus,acutifolius,(F. von Muell.) van der Maesen,,,pigeonpea,,19950706,AUS,4.8 km above little Mulgrave river,-17.217414,145.953271,,,,,,,,100,,10,,,,ICPW 005;IBS 2478,,,12;13,,99edfb95-178f-48c9-9f87-efff311f391d,,,
10001000035,IND002,ICP 12838,RPM 41,IND002,,,ICRISAT-MISN-081,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,Fejo mbwerre,19840616,MOZ,Rombe,-17.209999,37.060001,,,,500,19810506,,,300,,21,,,,,,,12;13,,f15f1cdf-f784-417e-9579-6ad21439d309,,,
10001000035,IND002,ICP 15676,,,,,ICRISAT-MISN-N/A,Cajanus,reticulatus,(Dryander) F. von Muell.,,,pigeonpea,,19950706,AUS,14.6 km up Tinaroo Creek road,-17,145.449996,,,,,,,,100,,10,,,,ICPW 075;IBS 2443,,,12,,493faa14-c235-4f34-a0ea-4057f127ca4a,,,
10001000035,IND002,ICP 15610,PR 4254,IND002,,,ICRISAT-MISN-053,Cajanus,acutifolius,(F. von Muell.) van der Maesen,,,pigeonpea,,19950706,AUS,6 km from Almanden,-16.979999,145.410003,,,,,19790503,,,100,,10,,,,ICPW 009;EC 130721;A 68,,,12,,3e6a33b4-9359-42de-91ba-e851138a4ce8,,,
10001000035,IND002,ICP 15635,PR 4256,IND002,,,ICRISAT-MISN-053,Cajanus,reticulatus,(Dryander) F. von Muell.,,,pigeonpea,,19950706,AUS,"Jump-Up, Near Mareiba",-16.979999,145.410003,,,,,19790503,,,100,,10,,,,ICPW 034;A 70,,,12,,86651298-d193-45b7-9252-d5a7c27a7a43,,,
10001000035,IND002,ICP 16871,,,,,ICRISAT-MISN-N/A,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,,MOZ,Twende district,-16.939722,36.744722,,,,238,,,,300,,,,,,ZA 14;EC 616465,,,,,7cd836d2-9009-434a-b0d9-d39f1846d89a,,,
10001000035,IND002,ICP 13409,PR 6238,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Agricultural Station; Nsanje,-16.921221,35.262169,,,,,19830912,,,300,,21,,,,55,,,12;13,,005ae28b-5cc4-4de1-b34c-373b0ed6b648,,,
10001000035,IND002,ICP 11440,SAD 241,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Nsanje,-16.92,35.259998,,,,,19790321,,,300,,21,,,,,,,12;13,,6b401e13-a535-44f9-ad0b-61a6af1005f4,,,
10001000035,IND002,ICP 13407,PR 6236,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mpangowalimba; Nsanje,-16.92,35.259998,,,,,19830912,,,300,,30,,,,,,,12,,391eae8b-322b-4ce4-bb29-3224c8298327,,,
10001000035,IND002,ICP 13410,PR 6239,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Makanga market; Nsanje,-16.92,35.259998,,,,,19830912,,,300,,21,,,,,,,12;13,,af28efcb-b272-47f4-a401-4aafd38e01f8,,,
10001000035,IND002,ICP 13411,PR 6240,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Chiphwembwe; Nsanje,-16.92,35.259998,,,,,19830912,,,300,,21,,,,,,,12,,c8c9d27a-ad1b-455f-8650-0476c772bf43,,,
10001000035,IND002,ICP 13412,PR 6242,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Chiphwembwe; Nsanje,-16.92,35.259998,,,,,19830913,,,300,,21,,,,,,,12;13,,90d8ac1e-5fb0-4647-962f-4f8702e78646,,,
10001000035,IND002,ICP 13413,PR 6243,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mpongila; Nsanje,-16.92,35.259998,,,,,19830913,,,300,,21,,,,,,,12,,c8fa26c3-804c-4df5-a1f6-68d0f960ab4c,,,
10001000035,IND002,ICP 13584,PR 6241,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,MWI,Chiphwembwe; Nsanje,-16.92,35.259998,,,,,19830913,,,300,,21,,,,,,,12;13,,11affca2-a583-4e04-b120-0989fd769d89,,,
10001000035,IND002,ICP 13414,PR 6244,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mkuche; Nsanje,-16.899999,35.159999,,,,,19830913,,,300,,21,,,,,,,12;13,,01eb5a36-343c-48c9-b2e7-411e64193e21,,,
10001000035,ETH013,16533,RPM 120,,ICRISAT,,ICRI-MI-81,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19900907,MOZ,Mucubela,-16.89,37.81,,,,150,19810510,,,100,,,IND002,,,ICP 12842,COL003;NOR051,,10,TRUE,4e62c028-541c-411c-a565-41c65553cdaf,,,
10001000035,IND002,ICP 12839,RPM 57,IND002,,,ICRISAT-MISN-081,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,Fejo mbwerre,19840616,MOZ,Mucubela,-16.889999,37.810001,,,,150,19810507,,,300,,21,,,,,,,12;13,,7cf04b9d-52aa-4457-940b-94c057644d65,,,
10001000035,IND002,ICP 12842,RPM 120,IND002,,,ICRISAT-MISN-081,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,Fejo mbwerre,19840616,MOZ,Mucubela,-16.889999,37.810001,,,,150,19810510,,,300,,21,,,,,,,12;13,,5c0573e0-bc75-42c9-91b1-08fb147d73ef,,,
10001000035,IND002,ICP 16870,,,,,ICRISAT-MISN-N/A,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,,MOZ,Metebe (Mocuba) district,-16.866389,37.050833,,,,125,,,,300,,,,,,ZA 6;EC 616457,,,,,36d05124-f822-4b57-b84c-17c0cfc702a5,,,
10001000035,IND002,ICP 11463,ZM 622,IND002,,,ICRISAT-MISN-070,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,ZMB,,-16.829999,27.069999,,,,1278,19800616,,,300,,21,,,,,,,12;13,,8ad3b20c-2f24-483a-b382-313b948aa5e7,,,
10001000035,IND002,ICP 13364,PR 6199-1,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Kantuka No. 2; Thyolo,-16.7,35.150001,,,,,19830908,,,300,,21,,,,,,,12;13,,f0ce7853-287a-46e3-b781-3733c7f029a1,,,
10001000035,IND002,ICP 13583,PR 6199-2,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,MWI,Kantuka No. 2; Thyolo,-16.7,35.150001,,,,,19830908,,,300,,21,,,,,,,12;13,,5df4ef35-934b-4352-a27f-c523f7a37ab8,,,
10001000035,IND002,ICP 11439,SAD 144,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Sorgin,-16.549999,35.009998,,,,,19790319,,,300,,21,,,,,,,12;13,,b41ab5a1-c019-4a5c-a650-dd91fddaa071,,,
10001000035,IND002,ICP 15605,,,,,ICRISAT-MISN-N/A,Cajanus,acutifolius,(F. von Muell.) van der Maesen,,,pigeonpea,,19950706,AUS,Left bank of Walsh river at Picnic Hole,-16.516701,143.7,,,,,,,,100,,10,,,,ICPW 004;IBS 2474,,,12,,08adb6ba-fefa-4c1e-a4f1-c7c421211aac,,,
10001000035,IND002,ICP 13408,PR 6237,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mitondo; Nsanje,-16.280001,35.060001,,,,,19830912,,,300,,21,,,,,,,12,,1ac20fe2-be74-4c13-aeb5-a7069861add3,,,
10001000035,IND002,ICP 11444,SAD 379,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Nchalo,-16.260002,34.909999,,,,,19790323,,,300,,21,,,,,,,12;13,,64627a68-2420-4f62-889f-c4573641d394,,,
10001000035,IND002,ICP 11445,SAD 380,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Nchalo,-16.260002,34.909999,,,,,19790323,,,300,,21,,,,,,,12;13,,6083a306-4f4a-4f1f-88be-624cc8aa76ef,,,
10001000035,IND002,ICP 11446,SAD 381,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Nchalo,-16.260002,34.909999,,,,,19790323,,,300,,21,,,,,,,12;13,,c21d947b-40c0-4e0f-bbff-67de807c15c0,,,
10001000035,IND002,ICP 13402,PR 6231,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nkate market; Chikwawa,-16.180001,34.93,,,,,19830912,,,300,,30,,,,,,,12;13,,c2451107-efa2-4135-95ab-000e41507db9,,,
10001000035,IND002,ICP 13403,PR 6232,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nkate market; Chikwawa,-16.180001,34.93,,,,,19830912,,,300,,30,,,,,,,12,,954c7f54-ea0d-42c3-bd73-6a0d0ca159fb,,,
10001000035,IND002,ICP 13404,PR 6233,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nkate market; Chikwawa,-16.180001,34.93,,,,,19830912,,,300,,30,,,,,,,12;13,,552d656b-ec83-45aa-bee0-f216ff82d396,,,
10001000035,IND002,ICP 13405,PR 6234,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nkate market; Chikwawa,-16.180001,34.93,,,,,19830912,,,300,,30,,,,,,,12;13,,3f9a0efb-c46a-489f-aa32-fc7deb974a59,,,
10001000035,IND002,ICP 13406,PR 6235,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nkate market; Chikwawa,-16.180001,34.93,,,,,19830912,,,300,,30,,,,,,,12;13,,a0a32225-f999-4bea-bb37-3782bbd3c23d,,,
10001000035,IND002,ICP 16875,,,,,ICRISAT-MISN-N/A,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,,MOZ,Milanje district,-16.133056,35.749722,,,,653,,,,300,,,,,,ZA 29;EC 616478,,,,,752f0462-5897-42c9-8527-fc4564611a41,,,
10001000035,IND002,ICP 11448,SAD 460,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Nyozani,-16.1,35.150001,,,,,19790326,,,300,,21,,,,,,,12;13,,7657792d-125e-4ec4-901b-39bae2c5f219,,,
10001000035,IND002,ICP 12176,SAD 462,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Nyozani,-16.1,35.150001,,,,,19790326,,,300,,21,,,,,,,12;13,,2519026f-89c8-4875-8ef4-fe972cb92271,,,
10001000035,IND002,ICP 16874,,,,,ICRISAT-MISN-N/A,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,,MOZ,Gurue district,-16.083056,35.741667,,,,655,,,,300,,,,,,ZA 28;EC 616477,,,,,b3ad69e9-c81c-4397-abcf-e744a9b28a6c,,,
10001000035,IND002,ICP 11447,SAD 436,IND002,,,ICRISAT-MISN-048,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19810620,MWI,Tyolo,-16.069999,35.150001,,,,,19790324,,,300,,21,,,,,,,12;13,,4f00e669-35ef-427e-99c3-50b9547952f1,,,
10001000035,IND002,ICP 13362,PR 6197-1,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Dzungu; Thyolo,-16.069999,35.150001,,,,,19830907,,,300,,21,,,,,,,12,,df8c31bb-e8c5-4be1-b24c-51ae479d50d3,,,
10001000035,IND002,ICP 13363,PR 6198,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mphezu; Thyolo,-16.069999,35.150001,,,,,19830908,,,300,,21,,,,,,,12,,9f793355-4910-4db3-b5fc-19d10e3d5f63,,,
10001000035,IND002,ICP 13365,PR 6200,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Njovbu; Thyolo,-16.069999,35.150001,,,,,19830908,,,300,,21,,,,,,,12;13,,99a95729-d75e-4e46-a3db-702e8b27b771,,,
10001000035,IND002,ICP 13366,PR 6201,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Herman; Thyolo,-16.069999,35.150001,,,,,19830908,,,300,,21,,,,,,,12,,2fd20aae-7ea1-48f7-8147-dc80657da439,,,
10001000035,IND002,ICP 13367,PR 6202,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Muthipo; Thyolo,-16.069999,35.150001,,,,,19830908,,,300,,21,,,,,,,12;13,,5776fd3c-0158-4408-a6c8-6bb8a25b0fe7,,,
10001000035,IND002,ICP 13368,PR 6203,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nansanya; Thyolo,-16.069999,35.150001,,,,,19830908,,,300,,21,,,,,,,12;13,,dc3d9a19-63ee-4408-8662-9b9966042f82,,,
10001000035,IND002,ICP 13369,PR 6204,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nanceta; Thyolo,-16.069999,35.150001,,,,,19830908,,,300,,21,,,,,,,12,,d076f9c1-df62-4cee-8018-894df23edb84,,,
10001000035,IND002,ICP 13384,PR 6216,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Misomali; Mulanje,-16.049999,34.529998,,,,,19830910,,,300,,21,,,,,,,12,,aa40ba3d-2823-4326-be69-c4c6682e8afa,,,
10001000035,IND002,ICP 13370,PR 6205,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nantupa; Mulanje,-16.030001,35.490001,,,,,19830908,,,300,,21,,,,,,,12;13,,306bcebb-23ce-4a19-820b-a69ffbbda438,,,
10001000035,IND002,ICP 13371,PR 6206-1,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Fundi; Mulanje,-16.030001,35.490001,,,,,19830908,,,300,,21,,,,,,,12;13,,b519d86a-ecdd-4bc1-ab63-b3f54bc326a8,,,
10001000035,IND002,ICP 13372,PR 6206-2,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Fundi; Mulanje,-16.030001,35.490001,,,,,19830909,,,300,,21,,,,,,,12;13,,4f4e5aa5-5cff-494b-afc5-bf094f627a48,,,
10001000035,IND002,ICP 13373,PR 6206-3,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Fundi; Mulanje,-16.030001,35.490001,,,,,19830909,,,300,,21,,,,,,,12;13,,60010c46-bf86-4e5b-90c3-86c8670f0f33,,,
10001000035,IND002,ICP 13374,PR 6207,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nande; Mulanje,-16.030001,35.490001,,,,,19830909,,,300,,21,,,,,,,12,,d0881f6d-2298-4abc-8543-1ebabf731f28,,,
10001000035,IND002,ICP 13375,PR 6208-1,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Titus; Mulanje,-16.030001,35.490001,,,,,19830909,,,300,,21,,,,,,,12;13,,97e22120-b0c8-4e52-af5d-0033e27586a9,,,
10001000035,IND002,ICP 13376,PR 6208-2,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Titus; Mulanje,-16.030001,35.490001,,,,,19830909,,,300,,21,,,,,,,12;13,,7ad44b70-3f3e-44a7-a319-2fa3e438a10b,,,
10001000035,IND002,ICP 13377,PR 6209,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Takiwa; Mulanje,-16.030001,35.5,,,,,19830909,,,300,,21,,,,,,,12;13,,e0cbc2d5-b67d-4e40-a54a-2c5a61fbce44,,,
10001000035,IND002,ICP 13378,PR 6210,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Tambadika; Mulanje,-16.030001,35.5,,,,,19830909,,,300,,21,,,,,,,12;13,,9a5244d5-562a-4def-afa2-02d4e227e9d0,,,
10001000035,IND002,ICP 13379,PR 6211,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Gawani; Mulanje,-16.030001,35.490001,,,,,19830909,,,300,,21,,,,,,,12;13,,defc0144-2545-451a-b645-1380cd1b2f82,,,
10001000035,IND002,ICP 13380,PR 6212,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mlelemba; Mulanje,-16.030001,35.490001,,,,,19830909,,,300,,21,,,,,,,12;13,,2c0200c8-b568-49fa-b151-b9c04ed55316,,,
10001000035,IND002,ICP 13382,PR 6214,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Manjama; Mulanje,-16.030001,35.490001,,,,,19830910,,,300,,21,,,,,,,12,,09f13985-9840-4097-a8ba-cfe25faec6ac,,,
10001000035,IND002,ICP 13385,PR 6217,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Kwezule; Mulanje,-16.030001,35.490001,,,,,19830910,,,300,,21,,,,,,,12;13,,8e260498-b3c3-4dd0-901f-331c73e3f88b,,,
10001000035,IND002,ICP 13386,PR 6218,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Kwezule; Mulanje,-16.030001,35.490001,,,,,19830910,,,300,,21,,,,,,,12;13,,9971e80a-93b7-4162-bb1f-959c70af77b7,,,
10001000035,IND002,ICP 13387,PR 6219,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mthike; Mulanje,-16.030001,35.490001,,,,,19830910,,,300,,21,,,,,,,12;13,,78096d77-ac4f-4912-8cc2-94ac3c44593f,,,
10001000035,IND002,ICP 13388,PR 6220,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Nazombe; Mulanje,-16.030001,35.490001,,,,,19830910,,,300,,21,,,,,,,12;13,,4e73fda4-79c1-4177-9b2a-13c2c891a739,,,
10001000035,IND002,ICP 13389,PR 6221,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mulemba; Mulanje,-16.030001,35.490001,,,,,19830910,,,300,,21,,,,,,,12,,947a0657-23b2-4718-94e3-91c0fef12093,,,
10001000035,IND002,ICP 13390,PR 6222-1,IND002,,,ICRISAT-MISN-101,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,MWI,Mulemba; Mulanje,-16.030001,35.490001,,,,,19830910,,,300,,21,,,,,,,12;13,,5971f234-f5fb-4ea9-8b00-4340e8931ad4,,,
